&
B_ C.23_C 58.6425 167.799
4.85 0.111568 9.18728 15.0473
&
O.31N_ C.33 19.7212 79.0025
1.55 5.8986 0 0.00815155
1.65 5.8986 0 0.0226641
1.75 5.8986 0 0.0466459
1.85 5.8986 0 0.0765386
1.95 5.8986 0 0.111741
2.05 5.8986 0 0.151867
2.15 0.559132 0.00119332 0.19693
2.25 5.8986 0 0.247572
2.35 5.8986 0 0.303972
2.45 5.8986 0 0.370198
2.55 5.8986 0 0.443352
2.65 5.8986 0 0.528138
2.75 5.8986 0 0.623054
2.9 3.43571 0.00119332 1.58643
3.1 1.59705 0.00357995 2.14044
3.3 0.286108 0.666667 2.83765
3.5 0 1.26024 3.70376
3.7 0.36331 3.28333 4.7259
3.95 0.488617 1.14644 9.33064
4.25 0.33474 3.82765 12.6513
4.55 0.470031 4.31912 16.1384
4.85 0.343977 5.21176 22.7574
&
O.31N_ C.33_CA 190.819 251.373
1.55 9.12726 0 0.0259151
1.65 9.12726 0 0.0720918
1.75 9.12726 0 0.148398
1.85 9.12726 0 0.243511
1.95 9.12726 0 0.355521
2.05 9.12726 0 0.483194
2.15 1.90188 0.00119332 0.626577
2.25 1.24528 0.00119332 0.787712
2.35 0.681213 0.00119332 0.967168
2.45 9.12726 0 1.17789
2.55 0.740473 0.00238663 1.41065
2.65 9.12726 0 1.68043
2.75 3.26291 0.00119332 1.98243
2.9 0.899233 0.18305 5.04775
3.1 0.361324 2.67144 6.81049
3.3 0 4.50491 9.02891
3.5 0.0239085 5.56764 11.7847
3.7 0.266802 6.32488 15.037
3.95 0 24.4728 29.6885
4.25 0 35.3484 40.2544
4.55 -0.13273 58.6387 51.3496
4.85 0.0963418 53.1004 72.4101
&
O.31N_ C.ar2 108.77 355.484
1.55 10.1492 0 0.0366441
1.65 10.1492 0 0.101946
1.75 10.1492 0 0.209855
1.85 10.1492 0 0.344362
1.95 10.1492 0 0.502762
2.05 10.1492 0 0.683314
2.15 2.07474 0.00119332 0.886081
2.25 10.1492 0 1.11395
2.35 0.240787 0.00238663 1.36773
2.45 10.1492 0 1.66573
2.55 2.97627 0.00119332 1.99489
2.65 10.1492 0 2.3764
2.75 2.94066 0.00119332 2.80349
2.9 0.998788 0.146437 7.13836
3.1 0.615008 1.04506 9.63118
3.3 0.172961 5.91738 12.7684
3.5 0.0239725 7.70895 16.6656
3.7 0.552821 2.85631 21.2649
3.95 0.0437812 18.399 41.9846
4.25 0.0765206 25.286 56.9265
4.55 0.554794 19.9454 72.617
4.85 0.386642 27.4597 102.4
&
O.31N_ C.ar2_h 487.446 51.3129
1.55 11.0765 0 0.00529802
1.65 11.0765 0 0.0147241
1.75 11.0765 0 0.0303005
1.85 11.0765 0 0.0497161
1.95 11.0765 0 0.0725806
2.05 11.0765 0 0.0986428
2.15 11.0765 0 0.127912
2.25 11.0765 0 0.160804
2.35 11.0765 0 0.197437
2.45 -0.0893527 1.51351 0.240451
2.55 0.892683 0.117936 0.287965
2.65 -0.0463228 1.49936 0.343035
2.75 -0.116981 1.95654 0.404683
2.9 -0.289634 7.97935 1.03041
3.1 -0.999553 34.6854 1.39024
3.3 -1.01985 47.9709 1.84309
3.5 -0.903704 47.2676 2.40563
3.7 -0.766268 40.1103 3.06953
3.95 -0.549374 56.3289 6.06035
4.25 -0.53049 92.0551 8.21717
4.55 -0.34778 83.0694 10.482
4.85 -0.296421 72.8912 14.7811
&
O.31N_ C.ar3 202.387 104.935
1.55 8.56238 0 0.010824
1.65 8.56238 0 0.0301004
1.75 8.56238 0 0.0619542
1.85 8.56238 0 0.101659
1.95 8.56238 0 0.148417
2.05 8.56238 0 0.201715
2.15 8.56238 0 0.261569
2.25 8.56238 0 0.328835
2.35 8.56238 0 0.403748
2.45 8.56238 0 0.491713
2.55 8.56238 0 0.58888
2.65 8.56238 0 0.701497
2.75 0.98237 0.0417339 0.827569
2.9 2.38375 0.175676 2.10718
3.1 0 1.83779 2.84303
3.3 0.654485 1.95863 3.76911
3.5 0.0312677 4.76806 4.91952
3.7 -0.0147382 14.7228 6.27718
3.95 0.0842869 11.3915 12.3934
4.25 0 24.7858 16.8041
4.55 0 65.5968 21.4358
4.85 0 77.1085 30.2275
&
O.31N_ C.ar3_y_CZ 22.9936 37.175
1.55 3.75229 0 0.00384105
1.65 3.75229 0 0.01067
1.75 3.75229 0 0.0219548
1.85 3.75229 0 0.0360209
1.95 3.75229 0 0.0525858
2.05 3.75229 0 0.0714672
2.15 3.75229 0 0.0926718
2.25 3.75229 0 0.116502
2.35 3.75229 0 0.143041
2.45 3.75229 0 0.174204
2.55 3.75229 0 0.208627
2.65 3.75229 0 0.248523
2.75 3.75229 0 0.293187
2.9 0.391432 0.5 0.74651
3.1 0.580532 0.037037 1.0072
3.3 -1.2679 4.81111 1.33528
3.5 0.106217 0.458333 1.74283
3.7 0.147797 1.40741 2.2238
3.95 0 3.1037 4.39059
4.25 0.0642712 2.76204 5.95315
4.55 0.522007 2.46786 7.594
4.85 0 7.44609 10.7086
&
O.31N_ N.41 41.7859 19.1876
1.55 4.0839 0 0.00198736
1.65 4.0839 0 0.00551208
1.75 4.0839 0 0.0113366
1.85 4.0839 0 0.0185967
1.95 4.0839 0 0.0271465
2.05 4.0839 0 0.036892
2.15 4.0839 0 0.0478365
2.25 4.0839 0 0.0601362
2.35 -0.520942 0.125 0.0738342
2.45 -0.98676 0.958333 0.0899186
2.55 0 0.666667 0.107686
2.65 -1.28247 1.5 0.128278
2.75 -0.329082 1.01111 0.15133
2.9 -1.14248 3.78743 0.385309
3.1 -0.828596 4.28013 0.519861
3.3 -1.0086 5.23909 0.689196
3.5 -0.950618 5.27957 0.899551
3.7 -0.679925 2.8153 1.1478
3.95 -0.119105 3.1086 2.26617
4.25 0.331988 1.84946 3.07267
4.55 0.130522 1.93748 3.91958
4.85 -0.236088 9.22772 5.52715
&
O.31N_ N.ar2 8.55335 12.4857
1.55 1.02082 0 0.0012967
1.65 1.02082 0 0.00359029
1.75 1.02082 0 0.0073804
1.85 1.02082 0 0.0121047
1.95 1.02082 0 0.0176682
2.05 1.02082 0 0.0240097
2.15 1.02082 0 0.0311315
2.25 1.02082 0 0.0391351
2.35 1.02082 0 0.0480486
2.45 1.02082 0 0.058515
2.55 1.02082 0 0.0700763
2.65 1.02082 0 0.0834761
2.75 -0.163754 0.125 0.0984767
2.9 1.02082 0 0.25073
3.1 -0.479835 2.25 0.338286
3.3 1.02082 0 0.448475
3.5 1.00264 0.00119332 0.585356
3.7 0 1.3 0.746896
3.95 -0.0542696 1.70358 1.47464
4.25 0.0103104 1.96839 1.99944
4.55 0 0.743271 2.55054
4.85 0.183517 0.461913 3.59661
&
O.31N_ N.ar2_h 380.321 49.2613
1.55 10.3295 0 0.00508659
1.65 10.3295 0 0.0141358
1.75 10.3295 0 0.0290894
1.85 10.3295 0 0.0477287
1.95 10.3295 0 0.0696791
2.05 10.3295 0 0.0946992
2.15 0 0.263514 0.122798
2.25 0 0.5 0.154375
2.35 -0.445735 1.52703 0.189543
2.45 -0.346822 2.00186 0.230837
2.55 -0.8382 5.91269 0.276452
2.65 -1.11845 8.06106 0.32932
2.75 -1.18489 11.8733 0.388504
2.9 -1.11408 22.576 0.989211
3.1 -1.39194 63.4988 1.33465
3.3 -1.28357 55.7799 1.7694
3.5 -0.970682 30.4768 2.30945
3.7 -0.621319 19.2162 2.9468
3.95 -0.426921 26.1773 5.81804
4.25 -0.72356 42.7698 7.88863
4.55 -0.305753 36.1713 10.0629
4.85 -0.167309 53.5159 14.1902
&
O.31N_ N.pl31_nq 41.7605 33.7195
1.55 4.09083 0 0.00348494
1.65 4.09083 0 0.00967914
1.75 4.09083 0 0.0199149
1.85 4.09083 0 0.0326736
1.95 4.09083 0 0.0476987
2.05 1.58083 0.00119332 0.064825
2.15 4.09083 0 0.0840585
2.25 1.48834 0.0104167 0.105673
2.35 4.09083 0 0.129746
2.45 4.09083 0 0.158012
2.55 1.25484 0.03125 0.189235
2.65 0.571717 0.0729167 0.225423
2.75 0 0.322917 0.265935
2.9 -1.03979 7.15103 0.67712
3.1 -0.71973 7.19442 0.913577
3.3 -0.576141 9.303 1.21116
3.5 0.129101 1.29229 1.58083
3.7 0 2.27358 2.01709
3.95 0.246582 2.53378 3.98247
4.25 -0.0252143 5.55465 5.39979
4.55 0.446109 1.81967 6.88811
4.85 0.355361 4.19941 9.7132
&
O.31N_ N.pl31_r 29.8987 45.664
1.55 4.30892 0 0.00471587
1.65 4.30892 0 0.0131042
1.75 4.30892 0 0.0269659
1.85 4.30892 0 0.044244
1.95 4.30892 0 0.0645915
2.05 4.30892 0 0.0877844
2.15 0.821264 0.00119332 0.113831
2.25 1.3007 0.00119332 0.143103
2.35 0.759431 0.00238663 0.175702
2.45 1.24597 0.00119332 0.213981
2.55 0.713777 0.0208333 0.256264
2.65 0 0.00119332 0.305272
2.75 -0.896378 2.5 0.360134
2.9 -1.02392 3.87739 0.916973
3.1 -0.0889301 1.35346 1.23719
3.3 -0.345026 2.32308 1.64019
3.5 0 2.27065 2.1408
3.7 0.315458 1.75631 2.73161
3.95 0.103621 3.75751 5.39318
4.25 0.397289 3.14784 7.31256
4.55 0.42723 3.9733 9.32809
4.85 0.234062 4.91116 13.1539
&
O.31N_ N.pl32_N 244.673 252.862
1.55 9.17072 0 0.0260685
1.65 9.17072 0 0.0725187
1.75 9.17072 0 0.149277
1.85 9.17072 0 0.244954
1.95 9.17072 0 0.357627
2.05 9.17072 0 0.486057
2.15 9.17072 0 0.630289
2.25 9.17072 0 0.792378
2.35 0.521884 0.135417 0.972897
2.45 0.370648 0.251193 1.18486
2.55 -0.649638 2.71726 1.41901
2.65 0 0.583333 1.69038
2.75 0 1.37322 1.99418
2.9 0 2.95596 5.07765
3.1 0 6.55948 6.85083
3.3 0.359047 6.34245 9.0824
3.5 0.0774126 8.08884 11.8545
3.7 0.0203549 7.67757 15.1261
3.95 0.130886 17.295 29.8644
4.25 0 34.4487 40.4929
4.55 -0.466689 88.2713 51.6538
4.85 0 67.9736 72.8391
&
O.31N_ N.pl32_r 9.94751 20.1411
1.55 2.09943 0 0.00208563
1.65 2.09943 0 0.00578551
1.75 2.09943 0 0.0118995
1.85 2.09943 0 0.0195204
1.95 2.09943 0 0.0284951
2.05 2.09943 0 0.0387249
2.15 2.09943 0 0.0502133
2.25 0 0.00119332 0.0631242
2.35 2.09943 0 0.0775029
2.45 2.09943 0 0.0943867
2.55 2.09943 0 0.113037
2.65 2.09943 0 0.134652
2.75 2.09943 0 0.15885
2.9 2.09943 0 0.404457
3.1 1.81064 0.00119332 0.545696
3.3 2.09943 0 0.723445
3.5 1.21951 0.00273224 0.944254
3.7 0.437221 0.253926 1.20484
3.95 0 1.29369 2.37878
4.25 0.0819438 1.50512 3.22537
4.55 0.0630445 3.50512 4.11436
4.85 0.115109 3.38453 5.80183
&
O.31N_ N.pl33 2.56186 8.41257
1.55 0.444659 0 0.000876952
1.65 0.444659 0 0.00242232
1.75 0.444659 0 0.00497602
1.85 0.444659 0 0.00815913
1.95 0.444659 0 0.0119077
2.05 0.444659 0 0.0161805
2.15 0.444659 0 0.020979
2.25 0.444659 0 0.0263716
2.35 0.444659 0 0.0323774
2.45 0.444659 0 0.0394294
2.55 0.444659 0 0.0472192
2.65 0.444659 0 0.0562477
2.75 0.444659 0 0.0663547
2.9 0.0873991 0.00119332 0.16894
3.1 0.444659 0 0.227933
3.3 0 0.00119332 0.302176
3.5 0.376344 0.00119332 0.394403
3.7 0.377335 0.0147068 0.503246
3.95 0 0.255967 0.993581
4.25 0.105024 0.588107 1.34718
4.55 0 0.833621 1.7185
4.85 0.0616256 0.865884 2.42332
&
O.31N_ O.21_O 177.501 252.351
1.55 9.20034 0 0.0260159
1.65 9.20034 0 0.0723722
1.75 9.20034 0 0.148975
1.85 9.20034 0 0.244459
1.95 2.43676 0.00119332 0.356904
2.05 0.409981 0.00238663 0.485074
2.15 9.20034 0 0.629015
2.25 0.34658 0.16786 0.790777
2.35 2.00681 0.00392556 0.97093
2.45 -0.580355 3 1.18247
2.55 0 0.7659 1.41614
2.65 0.160322 0.675365 1.68696
2.75 -0.542857 3.42496 1.99015
2.9 0 3.63728 5.06739
3.1 0.12212 4.91523 6.83699
3.3 0 3.29599 9.06404
3.5 0.0846708 10.8701 11.8306
3.7 0 20.473 15.0955
3.95 0.0356396 28.7605 29.804
4.25 0.206035 25.5748 40.411
4.55 0.212434 28.2708 51.5494
4.85 0.176337 43.6613 72.6918
&
O.31N_ O.21_nq 37.489 31.78
1.55 3.7879 0 0.00328507
1.65 3.7879 0 0.009123
1.75 3.7879 0 0.0187701
1.85 3.7879 0 0.0307949
1.95 3.7879 0 0.0449558
2.05 3.7879 0 0.061097
2.15 3.7879 0 0.0792243
2.25 3.7879 0 0.099596
2.35 1.59746 0.0104167 0.122284
2.45 0.049608 0.125 0.148924
2.55 0.867863 0.0729167 0.178352
2.65 -0.663195 0.677083 0.212458
2.75 -0.903102 1.63542 0.25064
2.9 -0.204634 3.71726 0.638175
3.1 -0.535183 5.28347 0.861031
3.3 0 2.03125 1.1415
3.5 0 1.75715 1.4899
3.7 0 2.14678 1.90108
3.95 -0.228582 7.52442 3.75341
4.25 0 6.66054 5.08921
4.55 0.243803 2.46558 6.49193
4.85 0.397357 3.38176 9.15453
&
O.31N_ O.31_st 43.4313 55.6195
1.55 4.87704 0 0.00574183
1.65 4.87704 0 0.015959
1.75 4.87704 0 0.0328427
1.85 4.87704 0 0.0538878
1.95 4.87704 0 0.0786713
2.05 4.87704 0 0.106921
2.15 4.87704 0 0.138646
2.25 4.87704 0 0.174299
2.35 4.87704 0 0.214006
2.45 -0.623108 1.08333 0.26063
2.55 -0.866141 1.75 0.312132
2.65 -0.559275 2.58333 0.371824
2.75 -0.698213 2.59656 0.438647
2.9 -0.617064 3.87894 1.11689
3.1 0.407141 1 1.50692
3.3 0 1.26786 1.99777
3.5 0.426883 0.255967 2.60753
3.7 0 2.08691 3.32714
3.95 0 4.83109 6.56898
4.25 0 6.5379 8.90682
4.55 0.107832 6.05064 11.3618
4.85 0.267107 9.50878 16.0217
&
O.31N_ O.31_y 43.5042 38.1121
1.55 4.19023 0 0.00393761
1.65 4.19023 0 0.0109387
1.75 4.19023 0 0.0225079
1.85 4.19023 0 0.0369286
1.95 4.19023 0 0.053911
2.05 4.19023 0 0.0732683
2.15 4.19023 0 0.0950073
2.25 4.19023 0 0.119438
2.35 4.19023 0 0.146646
2.45 -1.1863 3 0.178594
2.55 -1.46323 2.5 0.213885
2.65 0 0.125 0.254787
2.75 4.19023 0 0.300576
2.9 0.419346 0.5 0.765326
3.1 -0.381822 1.51852 1.03259
3.3 0 1.2 1.36893
3.5 -0.590001 3.24074 1.78676
3.7 -0.489491 3.73704 2.27986
3.95 0.241846 1.83704 4.50125
4.25 -0.155257 7.14074 6.10321
4.55 -0.161856 12.2417 7.78541
4.85 0.42513 6.46346 10.9785
&
O.31N_ O.co21 512.71 109.077
1.55 11.1964 0 0.0112508
1.65 11.1964 0 0.031288
1.75 11.1964 0 0.064399
1.85 11.1964 0 0.105671
1.95 11.1964 0 0.154275
2.05 0.908482 0.0845267 0.209675
2.15 1.18254 0.0833333 0.271892
2.25 -0.249709 0.801744 0.341813
2.35 -0.968889 6.54013 0.419683
2.45 -1.05879 16.3715 0.511119
2.55 -0.949536 14.7588 0.612121
2.65 -1.08965 23.3612 0.729183
2.75 -1.17353 22.6565 0.860231
2.9 -1.16989 60.5827 2.19034
3.1 -0.95538 55.0168 2.95524
3.3 -0.846194 56.9516 3.91787
3.5 -0.713741 33.0627 5.11368
3.7 -0.593052 35.662 6.52493
3.95 -0.637265 51.233 12.8826
4.25 -0.45072 51.5703 17.4674
4.55 -0.275583 47.9807 22.2818
4.85 -0.0404157 35.9931 31.4205
&
O.31N_ S.31 16.1693 13.7841
1.55 1.57118 0 0.00143051
1.65 1.57118 0 0.00396262
1.75 1.57118 0 0.00814688
1.85 1.57118 0 0.0133625
1.95 1.57118 0 0.0195045
2.05 0 0.00119332 0.0265055
2.15 0 0.00119332 0.034368
2.25 1.02438 0.00119332 0.0432039
2.35 1.57118 0 0.0530444
2.45 0.915292 0.00119332 0.0645992
2.55 1.0926 0.00357995 0.0773628
2.65 0 0.0128033 0.0921561
2.75 1.35959 0.00119332 0.108717
2.9 -1.00441 1.66905 0.276804
3.1 -0.745901 1.3393 0.373465
3.3 0 0.338107 0.495112
3.5 0 0.230669 0.646228
3.7 0.397138 0.244666 0.824568
3.95 0 1.56794 1.62799
4.25 -0.670581 6.20368 2.20737
4.55 0 2.35661 2.81578
4.85 0.167559 2.19696 3.97064
&
O.31N_ S.32 22.1918 19.9402
1.55 2.35245 0 0.00206493
1.65 2.35245 0 0.0057279
1.75 2.35245 0 0.0117809
1.85 2.35245 0 0.0193258
1.95 2.35245 0 0.028211
2.05 2.35245 0 0.0383387
2.15 0 0.00119332 0.0497126
2.25 2.35245 0 0.0624947
2.35 2.35245 0 0.07673
2.45 2.35245 0 0.0934453
2.55 2.35245 0 0.111909
2.65 2.35245 0 0.133309
2.75 2.35245 0 0.157266
2.9 2.35245 0 0.400423
3.1 2.01575 0.00119332 0.540253
3.3 1.878 0.00238663 0.71623
3.5 2.35245 0 0.934836
3.7 -0.102485 1.33333 1.19282
3.95 0.820312 0.122988 2.35506
4.25 -0.400147 6.25239 3.1932
4.55 -0.474097 8.16667 4.07333
4.85 -0.0866752 6.31162 5.74396
&
O.31N_ c.33 16.5329 47.7634
1.55 4.46739 0 0.00493223
1.65 4.46739 0 0.0137063
1.75 4.46739 0 0.0282052
1.85 4.46739 0 0.0462778
1.95 4.46739 0 0.0675607
2.05 4.46739 0 0.09182
2.15 4.46739 0 0.119064
2.25 4.46739 0 0.149682
2.35 4.46739 0 0.18378
2.45 4.46739 0 0.223819
2.55 4.46739 0 0.268046
2.65 4.46739 0 0.319307
2.75 4.46739 0 0.376691
2.9 0.238528 0.00238663 0.959132
3.1 4.46739 0 1.29407
3.3 0 1.33333 1.7156
3.5 0 1.57262 2.23923
3.7 0 2.33453 2.8572
3.95 0 1.42708 5.64114
4.25 0.149769 3.58572 7.64876
4.55 0.0225458 2.50119 9.75696
4.85 0.118328 3.776 13.7587
&
O.31S_ C.23_C 53.8471 44.532
1.55 4.77452 0 0.00459922
1.65 4.77452 0 0.0127797
1.75 4.77452 0 0.0262977
1.85 4.77452 0 0.0431475
1.95 4.77452 0 0.0629906
2.05 4.77452 0 0.0856087
2.15 4.77452 0 0.11101
2.25 4.77452 0 0.139556
2.35 4.77452 0 0.171347
2.45 4.77452 0 0.208677
2.55 4.77452 0 0.249912
2.65 4.77452 0 0.297705
2.75 4.77452 0 0.351207
2.9 0.863143 0.0588235 0.894244
3.1 0.258125 0.558824 1.20652
3.3 0.593716 0.669935 1.59953
3.5 -0.381562 5.22876 2.08774
3.7 -0.314685 8.61438 2.6639
3.95 0.107952 4.21634 5.25949
4.25 0 12.2608 7.13129
4.55 0.082004 5.41176 9.09686
4.85 -0.021455 16.8275 12.8279
&
O.31S_ C.23_de 2.42222 8.79741
1.55 0.493071 0 0.000916612
1.65 0.493071 0 0.00253268
1.75 0.493071 0 0.00520319
1.85 0.493071 0 0.00853193
1.95 0.493071 0 0.012452
2.05 0.493071 0 0.0169202
2.15 0.493071 0 0.0219383
2.25 0.493071 0 0.0275776
2.35 0.493071 0 0.0338581
2.45 0.493071 0 0.0412327
2.55 0.493071 0 0.0493788
2.65 0.493071 0 0.0588203
2.75 0.493071 0 0.0693898
2.9 0.493071 0 0.176668
3.1 0.493071 0 0.238359
3.3 0.117552 0.0666667 0.315999
3.5 0.493071 0 0.412445
3.7 -0.310887 1 0.526267
3.95 0.493071 0 1.03903
4.25 0.493071 0 1.40881
4.55 0.150356 1.17778 1.79711
4.85 0.369074 0.177778 2.53418
&
O.31S_ C.23_nq 6.33333 5.44911
1.55 0.21493 0 0.000571555
1.65 0.21493 0 0.00157255
1.75 0.21493 0 0.00322666
1.85 0.21493 0 0.00528847
1.95 0.21493 0 0.00771655
2.05 0.21493 0 0.0104842
2.15 0.21493 0 0.0135923
2.25 0.21493 0 0.0170853
2.35 0.21493 0 0.0209755
2.45 0.21493 0 0.0255433
2.55 0.21493 0 0.030589
2.65 0.21493 0 0.0364371
2.75 0.21493 0 0.0429838
2.9 0.21493 0 0.109432
3.1 0.21493 0 0.147644
3.3 0.21493 0 0.195733
3.5 -0.221552 1.11111 0.255472
3.7 -0.0570581 1.33333 0.325973
3.95 -0.081785 1.77778 0.64358
4.25 0.0626293 0.611111 0.872621
4.55 0.118313 0.5 1.11314
4.85 0.0236482 1 1.56967
&
O.31S_ C.23_r 2 3.83258
1.55 0.0518578 0 0.000404964
1.65 0.0518578 0 0.001109
1.75 0.0518578 0 0.00227241
1.85 0.0518578 0 0.00372256
1.95 0.0518578 0 0.00543032
2.05 0.0518578 0 0.00737691
2.15 0.0518578 0 0.00956301
2.25 0.0518578 0 0.0120198
2.35 0.0518578 0 0.0147559
2.45 0.0518578 0 0.0179686
2.55 0.0518578 0 0.0215174
2.65 0.0518578 0 0.0256306
2.75 0.0518578 0 0.0302352
2.9 0.0518578 0 0.0769708
3.1 0.0518578 0 0.103847
3.3 0.0518578 0 0.13767
3.5 0.0518578 0 0.179687
3.7 0.0518578 0 0.229273
3.95 0.0518578 0 0.452659
4.25 0.0518578 0 0.613752
4.55 -0.0476598 1.5 0.782916
4.85 0.0295918 0.5 1.10402
&
O.31S_ C.31 49.6353 51.9175
1.55 4.70079 0 0.00536032
1.65 4.70079 0 0.0148975
1.75 4.70079 0 0.0306574
1.85 4.70079 0 0.0503017
1.95 4.70079 0 0.0734357
2.05 4.70079 0 0.0998048
2.15 4.70079 0 0.129418
2.25 4.70079 0 0.162699
2.35 4.70079 0 0.199763
2.45 0.96984 0.0666667 0.243284
2.55 4.70079 0 0.291358
2.65 4.70079 0 0.347076
2.75 4.70079 0 0.409451
2.9 0.800649 0.12549 1.04255
3.1 -0.00257553 2.12549 1.40662
3.3 0.739632 0.176471 1.8648
3.5 0 2.86209 2.43398
3.7 -0.362345 6.79542 3.10569
3.95 -0.389204 14.002 6.13175
4.25 0 8.59216 8.31398
4.55 0.222792 7.16667 10.6055
4.85 0.425324 7.72288 14.9553
&
O.31S_ C.32 67.3673 66.756
1.55 5.46171 0 0.0068895
1.65 5.46171 0 0.0191524
1.75 5.46171 0 0.0394167
1.85 5.46171 0 0.0646756
1.95 5.46171 0 0.0944215
2.05 5.46171 0 0.128327
2.15 5.46171 0 0.166405
2.25 5.46171 0 0.209197
2.35 5.46171 0 0.256854
2.45 5.46171 0 0.312814
2.55 5.46171 0 0.374628
2.65 5.46171 0 0.446271
2.75 5.46171 0 0.526474
2.9 0.980737 0.5 1.34052
3.1 5.46171 0 1.80864
3.3 -0.237484 4 2.39778
3.5 -0.323971 5.42549 3.12963
3.7 -0.280123 9.87647 3.99332
3.95 -0.0567734 10.5987 7.88427
4.25 0.0162196 10.5176 10.6902
4.55 0.133073 11.932 13.6367
4.85 0.280076 14.517 19.2297
&
O.31S_ C.32_g_CA 15.332 8.53458
1.55 1.45504 0 0.000889526
1.65 1.45504 0 0.00245731
1.75 1.45504 0 0.00504804
1.85 1.45504 0 0.00827732
1.95 1.45504 0 0.0120802
2.05 1.45504 0 0.016415
2.15 1.45504 0 0.0212831
2.25 1.45504 0 0.026754
2.35 1.45504 0 0.0328468
2.45 1.45504 0 0.0400011
2.55 1.45504 0 0.0479039
2.65 1.45504 0 0.0570633
2.75 1.45504 0 0.0673169
2.9 1.45504 0 0.17139
3.1 -0.518793 1 0.231238
3.3 -0.585609 1.72222 0.306558
3.5 -0.35565 2.33333 0.400123
3.7 -0.765459 2.67778 0.510544
3.95 0 1.28889 1.00799
4.25 0 2.5 1.36672
4.55 -0.0144919 2.55882 1.74342
4.85 0.359667 1.25098 2.45847
&
O.31S_ C.33 13.9222 12.9076
1.55 1.23982 0 0.00134019
1.65 1.23982 0 0.00371129
1.75 1.23982 0 0.00762949
1.85 1.23982 0 0.0125134
1.95 1.23982 0 0.0182649
2.05 1.23982 0 0.0248208
2.15 1.23982 0 0.0321833
2.25 1.23982 0 0.0404573
2.35 1.23982 0 0.0496721
2.45 1.23982 0 0.0604922
2.55 1.23982 0 0.0724443
2.65 1.23982 0 0.0862969
2.75 1.23982 0 0.101804
2.9 1.23982 0 0.259204
3.1 1.23982 0 0.349718
3.3 -0.18135 1 0.463631
3.5 -0.678374 2 0.605138
3.7 0 1.22222 0.772138
3.95 0 3 1.52447
4.25 0.472628 1 2.06701
4.55 -0.288003 4.5 2.63673
4.85 0.547717 1.2 3.71816
&
O.31S_ C.33_CA 43.8163 41.0699
1.55 4.24102 0 0.00424244
1.65 4.24102 0 0.0117869
1.75 4.24102 0 0.024254
1.85 4.24102 0 0.0397939
1.95 4.24102 0 0.0580942
2.05 4.24102 0 0.0789539
2.15 4.24102 0 0.10238
2.25 4.24102 0 0.128707
2.35 4.24102 0 0.158027
2.45 4.24102 0 0.192454
2.55 4.24102 0 0.230484
2.65 4.24102 0 0.274561
2.75 4.24102 0 0.323903
2.9 0.312795 0.5 0.824722
3.1 -0.442161 2.5 1.11272
3.3 -0.0301565 4.5 1.47518
3.5 0 2.05882 1.92543
3.7 0 2.67647 2.45679
3.95 0 9.32876 4.8506
4.25 0.0225079 6.42876 6.57688
4.55 0 9.39608 8.38963
4.85 0.20878 6.42745 11.8306
&
O.31S_ C.ar2 59.3863 58.0798
1.55 5.07342 0 0.00599538
1.65 5.07342 0 0.0166645
1.75 5.07342 0 0.034295
1.85 5.07342 0 0.0562711
1.95 5.07342 0 0.0821509
2.05 5.07342 0 0.11165
2.15 5.07342 0 0.144779
2.25 5.07342 0 0.182009
2.35 5.07342 0 0.223472
2.45 5.07342 0 0.272159
2.55 5.07342 0 0.325939
2.65 -0.648577 1 0.388271
2.75 5.07342 0 0.45805
2.9 -0.26398 2 1.16629
3.1 0.450628 1 1.57357
3.3 0.730168 1 2.08614
3.5 -0.456879 5.11111 2.72287
3.7 0 3.44444 3.47432
3.95 0.165014 5.81111 6.85956
4.25 -0.176248 14.0242 9.30081
4.55 -0.0656481 12.6732 11.8644
4.85 0.186309 13.3222 16.7304
&
O.31S_ C.ar2_h 18.9111 8.38364
1.55 1.94584 0 0.00087397
1.65 1.94584 0 0.00241403
1.75 1.94584 0 0.00495894
1.85 1.94584 0 0.00813111
1.95 1.94584 0 0.0118668
2.05 1.94584 0 0.0161249
2.15 1.94584 0 0.0209069
2.25 1.94584 0 0.026281
2.35 1.94584 0 0.0322661
2.45 1.94584 0 0.0392938
2.55 1.94584 0 0.0470568
2.65 1.94584 0 0.0560542
2.75 1.94584 0 0.0661266
2.9 1.94584 0 0.168359
3.1 1.94584 0 0.227149
3.3 -0.315121 2.41961 0.301137
3.5 0.579721 0.0588235 0.393047
3.7 -0.945831 2.36078 0.501515
3.95 0 1.22222 0.990164
4.25 0 2.06667 1.34255
4.55 -0.0160742 1.74444 1.71259
4.85 -0.260053 9.03856 2.41499
&
O.31S_ C.ar3 12.6196 17.1446
1.55 1.70835 0 0.00177682
1.65 1.70835 0 0.00492625
1.75 1.70835 0 0.0101306
1.85 1.70835 0 0.0166177
1.95 1.70835 0 0.0242572
2.05 1.70835 0 0.032965
2.15 1.70835 0 0.0427442
2.25 1.70835 0 0.0537343
2.35 1.70835 0 0.0659738
2.45 1.70835 0 0.0803456
2.55 1.70835 0 0.096221
2.65 1.70835 0 0.114621
2.75 1.70835 0 0.135219
2.9 1.70835 0 0.344285
3.1 1.70835 0 0.464511
3.3 1.70835 0 0.615815
3.5 0 1 0.803773
3.7 0.0210404 1 1.02559
3.95 0.243722 1.5 2.02488
