&
B C.23_C 58.6425 167.799
4.55 -0.0598321 498.748 347.449
4.85 -0.0591267 606.177 437.215
&
O.32 O.31_y 1548.41 956.396
1.55 15.127 0 0.000813118
1.65 15.127 0 0.00239815
1.75 15.127 0 0.00691088
1.85 15.127 0 0.0212978
1.95 15.127 0 0.0639787
2.05 15.127 0 0.166835
2.15 15.127 0 0.350912
2.25 3.50072 0.000270197 0.617444
2.35 1.40126 0.126069 0.977497
2.45 0 0.177156 1.42905
2.55 0.228835 1.58704 1.99512
2.65 0 5.6057 2.68805
2.75 -0.167235 6.36774 3.52968
2.9 -0.132006 24.3308 10.29
3.1 -0.0329165 35.562 16.0854
3.3 -0.200753 66.5569 24.107
3.5 -0.0661742 85.4352 34.9286
3.7 -0.106094 85.9886 49.4127
3.95 -0.0742716 189.834 109.645
4.25 -0.141547 278.307 162.403
4.55 -0.106201 344.552 238.082
4.85 -0.0279114 423.98 299.592
&
O.32 O.co21 3409.75 2737.21
1.55 17.4952 0 0.00230853
1.65 17.4952 0 0.00684489
1.75 17.4952 0 0.0197603
1.85 17.4952 0 0.0609357
1.95 0 0.133838 0.183088
2.05 -0.636923 1.16641 0.477464
2.15 0.028063 0.9765 1.00429
2.25 -0.17405 2.16602 1.76711
2.35 0.933723 0.385647 2.79758
2.45 0.191124 2.06833 4.08991
2.55 -0.071974 6.40549 5.71001
2.65 -0.156073 9.65537 7.69318
2.75 -0.295914 13.6271 10.1019
2.9 -0.258955 47.3377 29.4499
3.1 -0.379474 92.0382 46.0365
3.3 -0.254573 131.2 68.9942
3.5 -0.248628 171.113 99.9655
3.7 -0.195769 226.835 141.419
3.95 -0.129666 438.462 313.804
4.25 -0.0811128 579.211 464.799
4.55 -0.00112015 746.315 681.391
4.85 -0.00805587 940.655 857.433
&
O.32 S.31 431.58 345.903
1.55 11.2945 0 0.000300466
1.65 11.2945 0 0.00087373
1.75 11.2945 0 0.00250586
1.85 11.2945 0 0.00770922
1.95 11.2945 0 0.0231457
2.05 11.2945 0 0.0603462
2.15 11.2945 0 0.126922
2.25 11.2945 0 0.223319
2.35 0 1.00045 0.353541
2.45 0 0.25 0.516853
2.55 11.2945 0 0.721587
2.65 0.411782 0.399303 0.972201
2.75 0 1.31959 1.2766
2.9 -0.178246 6.23764 3.72162
3.1 -0.203133 8.48044 5.81767
3.3 -0.455357 24.8501 8.71885
3.5 -0.106735 30.0767 12.6327
3.7 -0.259359 40.7293 17.8713
3.95 -0.352047 81.3053 39.6557
4.25 -0.0742981 76.9666 58.7369
4.55 0.0654359 69.1042 86.1078
4.85 0.0246176 90.8603 108.354
&
O.32 S.32 675.831 500.386
1.55 12.6399 0 0.000430191
1.65 12.6399 0 0.00125948
1.75 12.6399 0 0.00362054
1.85 12.6399 0 0.0111478
1.95 12.6399 0 0.0334784
2.05 12.6399 0 0.0872928
2.15 12.6399 0 0.183602
2.25 12.6399 0 0.323051
2.35 12.6399 0 0.511431
2.45 12.6399 0 0.747681
2.55 12.6399 0 1.04385
2.65 0.642722 0.552632 1.40639
2.75 0 3.06098 1.84673
2.9 0.98773 2.005 5.38372
3.1 0.302879 4.9737 8.4159
3.3 0 18.1079 12.6128
3.5 0 28.6079 18.2746
3.7 0 38.6294 25.8527
3.95 -0.146906 85.8023 57.3663
4.25 -0.0498923 131.769 84.9694
4.55 -0.0664207 174.112 124.564
4.85 0 188.211 156.747
&
O.32 c.33 1049.24 1198.59
1.55 14.3588 0 0.0010165
1.65 14.3588 0 0.00300292
1.75 14.3588 0 0.00865844
1.85 14.3588 0 0.0266887
1.95 14.3588 0 0.0801779
2.05 14.3588 0 0.209082
2.15 14.3588 0 0.439773
2.25 14.3588 0 0.773801
2.35 14.3588 0 1.22503
2.45 14.3588 0 1.79093
2.55 1.78881 0.0037594 2.50036
2.65 14.3588 0 3.36876
2.75 14.3588 0 4.42353
2.9 1.08337 1.10151 12.8958
3.1 0.728842 0.825428 20.1589
3.3 0.48892 10.081 30.2118
3.5 0.507269 19.0778 43.7738
3.7 0.403505 21.655 61.9259
3.95 0.297155 86.7071 137.411
4.25 0.137575 170.845 203.53
4.55 0 299.38 298.373
4.85 -0.0164231 439.56 375.46
&
O.co21 C.23_C 11048.9 11048.2
1.55 21.0223 0 1.12957
1.65 21.0223 0 2.60415
1.75 21.0223 0 5.07371
1.85 21.0223 0 9.39507
1.95 21.0223 0 14.9453
2.05 21.0223 0 21.2655
2.15 3.84897 0.00261097 28.6052
2.25 5.0062 0.000223764 36.9522
2.35 1.72375 0.170844 46.2941
2.45 0.811011 1.65967 56.7592
2.55 1.59989 0.502671 68.663
2.65 1.43683 0.505568 81.9953
2.75 1.09292 5.01909 96.7848
2.9 0.832097 17.0775 245.792
3.1 0.446423 66.7705 329.235
3.3 0.357897 195.376 433.331
3.5 0 653.976 560.34
3.7 -0.132891 1279.51 716.853
3.95 -0.0905463 1924.56 1426.64
4.25 0.0387426 1778.62 1894.13
4.55 0 2372.37 2265.07
4.85 0 2752.84 2706.29
&
O.co21 C.23_de 2220.34 2182.59
1.55 16.2083 0 0.223156
1.65 16.2083 0 0.514463
1.75 16.2083 0 1.00233
1.85 16.2083 0 1.85603
1.95 16.2083 0 2.95249
2.05 16.2083 0 4.20106
2.15 16.2083 0 5.65103
2.25 3.45476 0.000656477 7.30001
2.35 5.83574 0.000223764 9.14552
2.45 3.77578 0.00383068 11.2129
2.55 2.019 0.119651 13.5645
2.65 1.16016 0.817876 16.1984
2.75 1.40092 0.919974 19.1201
2.9 0.789958 11.0081 48.5568
3.1 0.0553899 61.5366 65.0412
3.3 -0.00437237 191.673 85.6055
3.5 0 199.427 110.696
3.7 0 221.256 141.616
3.95 0 380.361 281.836
4.25 0 401.671 374.19
4.55 0.240445 333.945 447.471
4.85 0.134233 417.604 534.634
&
O.co21 C.23_nq 1858.07 1351.89
1.55 15.6739 0 0.138227
1.65 15.6739 0 0.318662
1.75 15.6739 0 0.620847
1.85 15.6739 0 1.14963
1.95 15.6739 0 1.82877
2.05 15.6739 0 2.60214
2.15 4.2064 0.000662691 3.50025
2.25 0 0.5 4.52162
2.35 3.89717 0.000662691 5.66473
2.45 4.32172 0.000662691 6.94528
2.55 0.91258 0.796575 8.40187
2.65 2.0464 0.179067 10.0333
2.75 0.836687 0.252236 11.843
2.9 0.852402 8.44352 30.076
3.1 0.697323 18.4375 40.2865
3.3 0.143178 45.9506 53.024
3.5 0 121.114 68.5653
3.7 -0.0573027 271.495 87.7169
3.95 -0.0341132 374.258 174.569
4.25 -0.029174 313.974 231.773
4.55 0 335.19 277.163
4.85 -0.0317661 367.478 331.152
&
O.co21 C.23_r 4170.55 950.842
1.55 18.0994 0 0.0972234
1.65 18.0994 0 0.224131
1.75 18.0994 0 0.436669
1.85 18.0994 0 0.808581
1.95 18.0994 0 1.28625
2.05 18.0994 0 1.83019
2.15 18.0994 0 2.46187
2.25 3.89731 0.00182194 3.18024
2.35 1.38129 1.00105 3.98423
2.45 1.69282 0.00562936 4.88489
2.55 1.1514 1.86851 5.90938
2.65 2.03156 0.888386 7.0568
2.75 0.706015 3.83336 8.32963
2.9 0.214712 17.0662 21.1537
3.1 0 82.6552 28.3351
3.3 -0.0645296 271.128 37.2939
3.5 -0.348893 718.478 48.2247
3.7 -0.376522 900.589 61.6948
3.95 -0.251425 794.321 122.781
4.25 0 430.534 163.015
4.55 -0.066471 478.174 194.94
4.85 -0.0175813 470.01 232.913
&
O.co21 C.31 7307.06 12880.4
1.55 21.4824 0 1.3169
1.65 21.4824 0 3.03603
1.75 21.4824 0 5.91515
1.85 21.4824 0 10.9532
1.95 4.707 0.000662691 17.4239
2.05 2.39046 0.0851062 24.7923
2.15 5.31896 0.000276855 33.3492
2.25 3.15067 0.00427698 43.0806
2.35 2.15711 0.237556 53.9718
2.45 2.43591 0.230633 66.1724
2.55 1.93653 0.495717 80.0504
2.65 1.18785 4.56233 95.5939
2.75 1.0676 7.76759 112.836
2.9 0.623856 30.6806 286.555
3.1 0.282687 119.518 383.838
3.3 0.0721806 312.856 505.197
3.5 0 570.022 653.27
3.7 0 772.369 835.74
3.95 0 1176.51 1663.24
4.25 0.13296 1194.36 2208.27
4.55 0.162132 1362.14 2640.72
4.85 0.129027 1755.23 3155.12
&
O.co21 C.32 19683.1 16561.8
1.55 22.7545 0 1.69328
1.65 22.7545 0 3.90376
1.75 22.7545 0 7.60576
1.85 22.7545 0 14.0837
1.95 4.44002 0.25 22.4038
2.05 0.970113 1.03394 31.8782
2.15 1.15862 1.60426 42.8808
2.25 1.96846 0.456498 55.3934
2.35 1.97428 1.36756 69.3974
2.45 1.40755 3.14919 85.0852
2.55 1.07626 6.38184 102.93
2.65 1.2959 6.98554 122.916
2.75 0.586132 24.0879 145.086
2.9 0.516874 115.18 368.456
3.1 0.0266242 480.575 493.542
3.3 -0.069128 1377.6 649.587
3.5 -0.125295 2020.54 839.981
3.7 -0.0993837 2010.92 1074.6
3.95 0 2786.21 2138.61
4.25 0 2979.1 2839.41
4.55 0 3452.45 3395.47
4.85 0 4415.2 4056.88
&
O.co21 C.32_g_CA 3256.53 2117.38
1.55 17.3573 0 0.21649
1.65 17.3573 0 0.499093
1.75 17.3573 0 0.972385
1.85 17.3573 0 1.80058
1.95 0.148041 0.111988 2.86428
2.05 17.3573 0 4.07555
2.15 4.29605 0.0121499 5.4822
2.25 2.26975 0.0106432 7.08191
2.35 3.04758 0.00325435 8.87228
2.45 2.90843 0.0327377 10.8779
2.55 1.23885 0.682074 13.1593
2.65 0.805415 2.32477 15.7144
2.75 0.637895 4.47447 18.5488
2.9 0.537449 14.0063 47.1061
3.1 -0.17242 107.551 63.098
3.3 -0.549547 352.042 83.048
3.5 -0.484799 492.548 107.389
3.7 -0.343788 455.058 137.385
3.95 -0.138738 538.034 273.416
4.25 0 408.909 363.011
4.55 0.051355 412.371 434.102
4.85 0.102012 468.361 518.661
&
O.co21 C.33 2715.15 3202.31
1.55 17.3069 0 0.327412
1.65 17.3069 0 0.75482
1.75 17.3069 0 1.47062
1.85 17.3069 0 2.72317
1.95 1.27872 0.00332226 4.33191
2.05 17.3069 0 6.16382
2.15 3.9045 0.00306748 8.29123
2.25 3.3359 0.00501463 10.7106
2.35 17.3069 0 13.4184
2.45 6.10095 0.000376081 16.4517
2.55 1.39037 0.956248 19.902
2.65 1.03888 1.27285 23.7664
2.75 1.23884 1.8245 28.0531
2.9 0.811339 9.82321 71.2429
3.1 0.24223 74.8999 95.429
3.3 0 225.735 125.601
3.5 -0.138553 336.062 162.415
3.7 -0.108395 284.869 207.78
3.95 0 382.052 413.511
4.25 0.121066 367.684 549.015
4.55 0.0413803 463.344 656.532
4.85 0.0163626 566.614 784.419
&
O.co21 C.33_CA 9969.11 10189.2
1.55 20.7792 0 1.04175
1.65 20.7792 0 2.40169
1.75 20.7792 0 4.67926
1.85 20.7792 0 8.66466
1.95 4.5075 0.00230415 13.7834
2.05 20.7792 0 19.6122
2.15 5.31173 0.00230415 26.3813
2.25 2.28481 0.00813583 34.0794
2.35 1.98616 0.0212119 42.695
2.45 0.83027 2.00753 52.3465
2.55 2.13677 0.785705 63.3248
2.65 0.519005 3.44031 75.6207
2.75 0.528206 4.38681 89.2603
2.9 0.51878 24.0781 226.683
3.1 0.340319 100.072 303.639
3.3 -0.00607929 402.079 399.642
3.5 -0.12619 849.286 516.777
3.7 -0.148077 1360.56 661.122
3.95 -0.0146006 1981.49 1315.73
4.25 0.10966 1565.44 1746.88
4.55 0.147097 1661.81 2088.98
4.85 0.164768 2013.64 2495.89
&
O.co21 C.ar2 8575.27 14409.3
1.55 21.8189 0 1.47321
1.65 21.8189 0 3.39639
1.75 21.8189 0 6.61725
1.85 21.8189 0 12.2533
1.95 0.572266 0.0333333 19.492
2.05 0.92495 0.0333333 27.735
2.15 1.73682 0.00116822 37.3076
2.25 4.30255 0.000653595 48.194
2.35 5.21638 0.00055371 60.3779
2.45 1.0298 0.300922 74.0267
2.55 0.213905 1.42903 89.552
2.65 0.959744 0.725547 106.94
2.75 0.789732 5.68535 126.229
2.9 0.475658 31.8318 320.568
3.1 0.34791 144.946 429.397
3.3 0.0341439 409.203 565.161
3.5 0 565.788 730.809
3.7 0.0143121 637.296 934.938
3.95 0.0403197 1053.95 1860.66
4.25 0.0693486 1304.92 2470.38
4.55 0.104407 1914.91 2954.16
4.85 0.0697848 2504.21 3529.61
&
O.co21 C.ar2_h 4306.58 2079.93
1.55 18.1957 0 0.212661
1.65 18.1957 0 0.490267
1.75 18.1957 0 0.955188
1.85 18.1957 0 1.76873
1.95 2.67292 0.00107875 2.81362
2.05 18.1957 0 4.00347
2.15 1.62202 0.333333 5.38525
2.25 18.1957 0 6.95666
2.35 4.1644 0.00350738 8.71537
2.45 1.41195 2.60371 10.6855
2.55 1.22288 2.36044 12.9265
2.65 0.914758 3.65903 15.4365
2.75 0.641039 8.38325 18.2208
2.9 0.105205 41.6521 46.273
3.1 -0.15749 148.966 61.9821
3.3 -0.369372 321.495 81.5792
3.5 -0.36202 462.984 105.49
3.7 -0.203577 498.734 134.955
3.95 -0.0830007 678.419 268.58
4.25 -0.06881 655.305 356.591
4.55 -0.048339 741.325 426.424
4.85 -0.0288498 740.353 509.489
&
O.co21 C.ar3 2853.01 4253.48
1.55 18.1585 0 0.434883
1.65 18.1585 0 1.00259
1.75 18.1585 0 1.95335
1.85 18.1585 0 3.61705
1.95 18.1585 0 5.75386
2.05 0 0.0333333 8.18711
2.15 18.1585 0 11.0128
2.25 18.1585 0 14.2264
2.35 18.1585 0 17.823
2.45 1.55159 0.0721534 21.852
2.55 0 0.215013 26.4349
2.65 0.822015 0.279225 31.5677
2.75 0.685167 1.16456 37.2616
2.9 0.528958 4.01648 94.6285
3.1 0.632493 13.2438 126.754
3.3 0.377657 40.0936 166.83
3.5 0.247649 96.068 215.728
3.7 0.0784226 202.79 275.984
3.95 0.135182 353.52 549.248
4.25 0.170307 424.972 729.23
4.55 0.0857495 703.402 872.04
4.85 0.00333865 1013.14 1041.91
&
O.co21 C.ar3_y_CZ 1733.27 1506.86
1.55 15.4653 0 0.154071
1.65 15.4653 0 0.35519
1.75 15.4653 0 0.692014
1.85 15.4653 0 1.28141
1.95 15.4653 0 2.03841
2.05 15.4653 0 2.90042
2.15 15.4653 0 3.90149
2.25 15.4653 0 5.03994
2.35 15.4653 0 6.31409
2.45 4.15432 0.000432713 7.74142
2.55 0.0106761 0.278682 9.36499
2.65 0.499488 0.182837 11.1834
2.75 1.71761 0.0389676 13.2005
2.9 0.79068 4.34719 33.5237
3.1 0.0263813 39.3555 44.9046
3.3 -0.133419 219.321 59.1022
3.5 -0.225808 297.475 76.4251
3.7 -0.0380956 166.42 97.772
3.95 0.0830472 179.074 194.58
4.25 0.103766 195.161 258.342
4.55 0 319.243 308.935
4.85 0.0753517 312.368 369.113
&
O.co21 N.41 3037.37 777.755
1.55 17.1483 0 0.0795271
1.65 17.1483 0 0.183333
1.75 17.1483 0 0.357182
1.85 17.1483 0 0.661392
1.95 1.16594 0.0644052 1.05211
2.05 2.16427 0.0476943 1.49703
2.15 0 4.84414 2.01372
2.25 0 6.65184 2.60133
2.35 -0.0342138 9.20604 3.25897
2.45 -0.839423 22.8748 3.99567
2.55 -0.739685 57.9594 4.83366
2.65 -1.18374 140.075 5.77222
2.75 -1.12833 174.47 6.81335
2.9 -0.98552 298.666 17.303
3.1 -0.712384 205.841 23.1771
3.3 -0.525222 182.994 30.5051
3.5 -0.365436 160.439 39.4461
3.7 -0.297547 183.44 50.4642
3.95 -0.27247 322.58 100.431
4.25 -0.29286 353.452 133.341
4.55 -0.246104 412.968 159.454
4.85 -0.25771 500.8 190.514
&
O.co21 N.ar2 422.678 506.098
1.55 11.7723 0 0.0517531
1.65 11.7723 0 0.119301
1.75 11.7723 0 0.232427
1.85 11.7723 0 0.430382
1.95 11.7723 0 0.684629
2.05 11.7723 0 0.974147
2.15 0.368064 0.0263158 1.31037
2.25 2.78265 0.000631712 1.69273
2.35 2.07625 0.00340572 2.12066
2.45 0.346179 0.595988 2.60005
2.55 0 3.06625 3.14535
2.65 0 3.04045 3.75608
2.75 -0.381861 6.49522 4.43356
2.9 -0.94043 38.5554 11.2593
3.1 -0.66969 29.4643 15.0817
3.3 0 11.7033 19.8502
3.5 0 18.6659 25.6682
3.7 0 20.3842 32.8379
3.95 0 38.0621 65.3519
4.25 0 60.8082 86.7671
4.55 0 92.5007 103.759
4.85 0 99.3061 123.971
&
O.co21 N.ar2_h 4326.94 1996.77
1.55 18.2099 0 0.204159
1.65 18.2099 0 0.470665
1.75 18.2099 0 0.916998
1.85 18.2099 0 1.69801
1.95 0.462382 0.50312 2.70113
2.05 2.82997 0.0178931 3.8434
2.15 1.6424 0.513779 5.16993
2.25 1.03363 1.65048 6.67852
2.35 0.448741 4.95526 8.36691
2.45 0 18.8589 10.2583
2.55 -0.197959 43.2033 12.4097
2.65 -0.44879 91.9856 14.8193
2.75 -0.512299 128.959 17.4923
2.9 -0.540857 266.276 44.4229
3.1 -0.418079 218.62 59.5039
3.3 -0.441645 293.542 78.3175
3.5 -0.285883 271.746 101.272
3.7 -0.102857 248.238 129.56
3.95 0 369.911 257.842
4.25 -0.0890748 601.821 342.334
4.55 -0.0858919 786.828 409.375
4.85 -0.0959885 979.315 489.118
&
O.co21 N.pl31_nq 2525.48 1366.8
1.55 16.5946 0 0.13975
1.65 16.5946 0 0.322174
1.75 16.5946 0 0.62769
1.85 16.5946 0 1.1623
1.95 0 0.0167841 1.84893
2.05 1.08773 0.605913 2.63082
2.15 0 0.704931 3.53883
2.25 0.349061 3.22448 4.57146
2.35 0.525605 3.01417 5.72717
2.45 0.202684 5.73358 7.02183
2.55 -0.377892 22.4718 8.49448
2.65 -0.467555 43.5269 10.1439
2.75 -0.748395 78.9561 11.9735
2.9 -0.891617 326.954 30.4076
3.1 -0.566294 193.471 40.7306
3.3 -0.243436 135.514 53.6085
3.5 -0.165903 117.264 69.3211
3.7 -0.144558 155.597 88.6838
3.95 -0.160304 271.804 176.493
4.25 -0.0895762 305.813 234.328
4.55 -0.105256 361.719 280.218
4.85 -0.0869544 499.085 334.802
&
O.co21 N.pl31_r 8704.79 1850.96
1.55 20.3069 0 0.189251
1.65 20.3069 0 0.436295
1.75 20.3069 0 0.850034
1.85 20.3069 0 1.57402
1.95 1.24607 0.441631 2.50388
2.05 1.50965 0.787317 3.56273
2.15 0 5.51445 4.79239
2.25 0 11.7745 6.19081
2.35 0 25.0977 7.75591
2.45 -0.0751064 41.3228 9.50918
2.55 -0.415315 96.6601 11.5035
2.65 -0.603266 213.054 13.7371
2.75 -0.81115 442.658 16.2149
2.9 -0.870351 1031.52 41.1789
3.1 -0.594912 680.329 55.1586
3.3 -0.452967 583.909 72.5983
3.5 -0.295847 722.169 93.8768
3.7 -0.242248 710.358 120.098
3.95 -0.154779 880.558 239.012
4.25 -0.0945974 797.444 317.334
4.55 -0.166214 962.137 379.48
4.85 -0.167958 1499.05 453.4
&
O.co21 N.pl32_N 13300.4 10249.6
1.55 21.5786 0 1.04792
1.65 21.5786 0 2.41592
1.75 21.5786 0 4.70697
1.85 21.5786 0 8.71598
1.95 2.2213 0.0114908 13.865
2.05 1.32877 0.387922 19.7284
2.15 0.717596 1.57111 26.5376
2.25 1.4654 2.61776 34.2813
2.35 0.297532 11.1549 42.9479
2.45 0.586211 17.8473 52.6566
2.55 0.0362627 61.4314 63.6999
2.65 -0.198346 158.908 76.0686
2.75 -0.472953 471.146 89.7891
2.9 -0.475496 1240.32 228.026
3.1 -0.207792 801.309 305.438
3.3 -0.0334712 648.641 402.009
3.5 0 602.486 519.838
3.7 0 724.072 665.038
3.95 0.0807893 1220.8 1323.52
4.25 0.0432677 1682.81 1757.22
4.55 -0.0230052 2459.57 2101.35
4.85 -0.09164 3195.33 2510.68
&
O.co21 N.pl32_r 3094.99 816.406
1.55 17.2047 0 0.0834788
1.65 17.2047 0 0.192443
1.75 17.2047 0 0.374932
1.85 17.2047 0 0.69426
1.95 3.31776 0.000276855 1.1044
2.05 0.508128 0.00370074 1.57143
2.15 0.569259 1.19629 2.1138
2.25 0.412093 0.537456 2.7306
2.35 0 4.09687 3.42092
2.45 0 11.0732 4.19424
2.55 0 19.0848 5.07387
2.65 -0.0853367 39.54 6.05907
2.75 -0.402221 99.4997 7.15194
2.9 -0.473315 236.18 18.1629
3.1 -0.127684 114.838 24.3289
3.3 -0.0260856 118.644 32.0211
3.5 0 152.84 41.4064
3.7 0 177.968 52.972
3.95 0 264.087 105.422
4.25 0 282.394 139.967
4.55 0 426.223 167.378
4.85 -0.130781 1146.79 199.982
&
O.co21 N.pl33 256.995 340.998
1.55 10.5878 0 0.0348734
1.65 10.5878 0 0.0803858
1.75 10.5878 0 0.156608
1.85 10.5878 0 0.289985
1.95 10.5878 0 0.461292
2.05 10.5878 0 0.656363
2.15 10.5878 0 0.8829
2.25 10.5878 0 1.14053
2.35 0.366353 0.166667 1.42886
2.45 0 0.333563 1.75186
2.55 0.465436 0.333709 2.11927
2.65 0.291352 0.669989 2.53077
2.75 0.0923306 1.70094 2.98724
2.9 0.00500712 3.4796 7.5863
3.1 0.163706 3.07535 10.1617
3.3 0.182491 7.14225 13.3746
3.5 0.694673 3.943 17.2947
3.7 0.41517 7.32708 22.1254
3.95 0.105697 16.7551 44.0327
4.25 0.115065 36.2183 58.4618
4.55 -0.10607 77.7339 69.9107
4.85 -0.160949 98.1154 83.5288
&
O.co21 O.21_O 8738.92 10228.9
1.55 20.7909 0 1.0458
1.65 20.7909 0 2.41103
1.75 20.7909 0 4.69746
1.85 20.7909 0 8.69837
1.95 0.922739 0.838099 13.837
2.05 0.901782 0.268671 19.6885
2.15 1.00952 0.464232 26.484
2.25 1.23083 0.845209 34.212
2.35 0.258703 7.30318 42.8611
2.45 0.793158 4.67797 52.5501
2.55 0.705034 6.4726 63.5712
2.65 0.575639 14.4886 75.9149
2.75 0.656683 15.0517 89.6076
2.9 0.450684 69.3593 227.565
3.1 0.25863 128.476 304.82
3.3 0.300638 210.835 401.197
3.5 0.257881 283.083 518.787
3.7 0.220556 404.223 663.694
3.95 0.199053 788.27 1320.84
4.25 0.118794 1191.57 1753.67
4.55 0.0205703 1927.92 2097.1
4.85 -0.139558 3684.77 2505.6
&
O.co21 O.21_nq 1675.85 1288.18
1.55 15.3643 0 0.131713
1.65 15.3643 0 0.303645
1.75 15.3643 0 0.591588
1.85 15.3643 0 1.09545
1.95 2.73065 0.00103877 1.74259
2.05 4.47303 0.000475059 2.4795
2.15 0.957165 0.357123 3.33529
2.25 0.928682 0.218086 4.30853
2.35 0.491993 1.90504 5.39776
2.45 1.11795 0.873035 6.61796
2.55 0.598901 3.2678 8.00591
2.65 0.224413 7.63863 9.56042
2.75 0.284196 8.49318 11.2848
2.9 -0.0098251 28.9416 28.6586
3.1 0.00287197 38.2778 38.3879
3.3 0 71.5062 50.5251
3.5 -0.0873132 115.291 65.334
3.7 -0.00102015 151.832 83.583
3.95 0 217.698 166.342
4.25 -0.0627631 277.443 220.85
4.55 0 277.293 264.101
4.85 -0.0817062 474.815 315.546
&
O.co21 O.31_st 5705.34 2254.5
1.55 19.0395 0 0.230508
1.65 19.0395 0 0.531413
1.75 19.0395 0 1.03535
1.85 19.0395 0 1.91718
1.95 0.507468 1.51976 3.04976
2.05 0.648818 1.13399 4.33947
2.15 0 4.88077 5.83722
2.25 -0.322113 18.2661 7.54051
2.35 -0.267883 41.0177 9.44683
2.45 -0.785935 92.3959 11.5823
2.55 -0.895766 213.17 14.0114
2.65 -1.11926 382.735 16.7321
2.75 -0.924023 300.51 19.75
2.9 -0.53231 298.092 50.1566
3.1 -0.31971 235.633 67.1841
3.3 -0.245602 293.665 88.4259
3.5 -0.194585 347.852 114.344
3.7 -0.139601 344.282 146.282
3.95 -0.167167 607.893 291.121
4.25 -0.176808 663.734 386.519
4.55 -0.190021 849.527 462.213
4.85 -0.15791 1009.03 552.249
&
O.co21 O.31_y 2490.53 1544.85
1.55 16.5528 0 0.157954
1.65 16.5528 0 0.364142
1.75 16.5528 0 0.709457
1.85 16.5528 0 1.31371
1.95 0.30039 1.2564 2.08979
2.05 0.76611 0.460151 2.97353
2.15 0.283531 2.88431 3.99983
2.25 -0.445897 11.5503 5.16698
2.35 -0.621667 28.0453 6.47324
2.45 -0.925895 68.243 7.93655
2.55 -1.14179 158.649 9.60104
2.65 -1.2233 197.327 11.4653
2.75 -0.974015 122.621 13.5333
2.9 -0.498797 99.6886 34.3687
3.1 -0.322624 109.896 46.0365
3.3 -0.336726 121.174 60.592
3.5 -0.269934 160.682 78.3514
3.7 -0.0355839 130.677 100.236
3.95 -0.0376659 253.943 199.485
4.25 0.0291635 244.093 264.854
4.55 -0.0233955 353.127 316.721
4.85 -0.0520108 426.216 378.416
&
O.co21 O.co21 6093.63 4421.35
1.55 19.237 0 0.452046
1.65 19.237 0 1.04216
1.75 19.237 0 2.03045
1.85 19.237 0 3.75981
1.95 1.38575 0.585879 5.98095
2.05 1.21871 0.415649 8.51023
2.15 1.25711 1.08286 11.4475
2.25 1.19281 1.9893 14.7879
2.35 0.25649 14.335 18.5264
2.45 0 36.9905 22.7144
2.55 -0.0324508 59.013 27.4782
2.65 -0.104266 69.9305 32.8136
2.75 -0.189258 95.3779 38.7322
2.9 -0.357082 338.844 98.3632
3.1 -0.317815 454.294 131.756
3.3 -0.194886 392.928 173.414
3.5 -0.0327825 347.755 224.242
3.7 0 322.219 286.877
3.95 0.0746422 529.861 570.925
4.25 -0.0484831 826.11 758.011
4.55 -0.151279 1141.99 906.457
4.85 -0.165195 1459.91 1083.03
&
O.co21 S.31 398.186 558.729
1.55 12.0691 0 0.0571341
1.65 12.0691 0 0.131707
1.75 12.0691 0 0.256598
1.85 12.0691 0 0.475138
1.95 12.0691 0 0.755826
2.05 12.0691 0 1.07545
2.15 3.38792 0.00110132 1.44664
2.25 4.11091 0.000539374 1.86876
2.35 12.0691 0 2.3412
2.45 12.0691 0 2.87044
2.55 0.429959 0.717973 3.47244
2.65 0.0459637 1.21067 4.14669
2.75 0.425471 1.1143 4.89462
2.9 0.54952 4.05951 12.4302
3.1 0.212986 12.4597 16.6501
3.3 -0.237746 56.5611 21.9145
3.5 -0.113018 45.143 28.3376
3.7 0.0942248 28.6386 36.2528
3.95 0.0809315 52.5023 72.1482
4.25 0.146068 59.4007 95.7904
4.55 0.217784 68.0684 114.55
4.85 0.313634 68.3083 136.863
&
O.co21 S.32 300.753 808.263
1.55 13.1767 0 0.0826462
1.65 13.1767 0 0.190524
1.75 13.1767 0 0.371192
1.85 13.1767 0 0.687335
1.95 13.1767 0 1.09338
2.05 13.1767 0 1.55575
2.15 13.1767 0 2.09271
2.25 2.80472 0.000634115 2.70336
2.35 13.1767 0 3.3868
2.45 13.1767 0 4.1524
2.55 13.1767 0 5.02326
2.65 1.39783 0.125 5.99863
2.75 3.40539 0.00103999 7.0806
2.9 1.22247 1.01813 17.9817
3.1 0.480654 4.54415 24.0863
3.3 0.433812 7.14371 31.7017
3.5 0.381403 11.1295 40.9934
3.7 0.182434 20.8338 52.4437
3.95 0.0387858 57.7787 104.37
4.25 0.240017 54.6215 138.571
4.55 0.228179 63.7386 165.709
4.85 0.243614 79.818 197.987
&
O.co21 c.33 742.835 1936.06
1.55 15.7973 0 0.197951
1.65 15.7973 0 0.456354
1.75 15.7973 0 0.889115
1.85 15.7973 0 1.64638
1.95 15.7973 0 2.619
2.05 15.7973 0 3.72654
2.15 15.7973 0 5.01273
2.25 15.7973 0 6.47545
2.35 15.7973 0 8.1125
2.45 15.7973 0 9.94638
2.55 4.82024 0.000223764 12.0324
2.65 15.7973 0 14.3687
2.75 2.56616 0.00980058 16.9604
